"id","activity","HU","MHC","HC50","LD50","EC50","LC50","IC50","NH"
"2435","66.5% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2436","70.3% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2437","90% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2438","14.7% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2439","0% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2440","0.8% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2441","94.6% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2442","0% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2443","11.4% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2444","0.3% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2445","0.6% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2446","3.7% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2447","0% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2448","30.6% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2449","38.2% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2450","89% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2451","0.5% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2452","17.1% hemolysis at 80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2453","100% hemolysis at 10µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2454","100% hemolysis at 100µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2455","1% hemolysis at 10µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2456","8% hemolysis at 100µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2457","3% hemolysis at 10µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2458","37% hemolysis at 100µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2459","5.4% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2460","5.3% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2461","7.1% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2462","6.3% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2463","2.7% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2464","5.1% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2465","6.3% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2466","7.2% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2467","7.2% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2468","12.3% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2469","2.4% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2470","4.5% hemolysis at 10µM","NA","NA","NA","NA","NA","NA","NA","NA"
"2471","0% hemolysis at 100µM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolysis at 100µM (non-hemolytic)"
"2472","50% hemolysis at >200µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2473","50% hemolysis at >80µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2474","50% hemolysis at >18µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2475","50% hemolysis at >200µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2476","50% hemolysis at >200µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2477","HC50 = 200µM","NA","NA","HC50 = 200µM","NA","NA","NA","NA","NA"
"2478","HC50 = 180µM","NA","NA","HC50 = 180µM","NA","NA","NA","NA","NA"
"2479","HC50 = 120µM","NA","NA","HC50 = 120µM","NA","NA","NA","NA","NA"
"2480","HC50 = 100µM","NA","NA","HC50 = 100µM","NA","NA","NA","NA","NA"
"2481","HC50 = 150µM","NA","NA","HC50 = 150µM","NA","NA","NA","NA","NA"
"2482","HC50 > 300µM","NA","NA","HC50 > 300µM","NA","NA","NA","NA","NA"
"2483","HC50 = 210µM","NA","NA","HC50 = 210µM","NA","NA","NA","NA","NA"
"2484","50% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2485","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2486","100% hemolytic at 10μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2487","100% hemolytic at 100μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2488","1% hemolytic at 10μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2489","8% hemolytic at 100μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2490","3% hemolytic at 10μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2491","37% hemolytic at 100μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2492","42% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2493","75% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2494","43% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2495","65% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2496","22% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2497","48% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2498","35% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2499","71% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2500","75% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2501","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2502","2.5% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2503","16.6% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2504","15.4% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2505","37.4% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2506","37% hemolytic at 100μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2507","1.4% hemolytic at 100μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2508","100% hemolytic at 100μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2509","HC50 = 90μM","NA","NA","HC50 = 90μM","NA","NA","NA","NA","NA"
"2510","HC50 >150μM","NA","NA","HC50 >150μM","NA","NA","NA","NA","NA"
"2511","HC50 >150μM","NA","NA","HC50 >150μM","NA","NA","NA","NA","NA"
"2512","HC50 >150μM","NA","NA","HC50 >150μM","NA","NA","NA","NA","NA"
"2513","HC50 =70μM","NA","NA","HC50 =70μM","NA","NA","NA","NA","NA"
"2514","2.2% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2515","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2516","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2517","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2518","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2519","0.2% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2520","4.5% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2521","24% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2522","5.4% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2523","5.3% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2524","7.1% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2525","6.3% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2526","2.7% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2527","5.1% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2528","6.3% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2529","7.2% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2530","7.2% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2531","12.3% hemolytic at 10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2532","50% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2533","100% hemolytic at 5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2534","90% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2535","5% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2536","EC25= 29μM","NA","NA","NA","NA","EC25= 29μM","NA","NA","NA"
"2537","EC25=590μM","NA","NA","NA","NA","EC25=590μM","NA","NA","NA"
"2538","EC25=2350μM","NA","NA","NA","NA","EC25=2350μM","NA","NA","NA"
"2539","LC50=1.9μM","NA","NA","NA","NA","NA","LC50=1.9μM","NA","NA"
"2540","LC50=0.19μM","NA","NA","NA","NA","NA","LC50=0.19μM","NA","NA"
"2541","LC50=700μM","NA","NA","NA","NA","NA","LC50=700μM","NA","NA"
"2542","77% hemolysis at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2543","29% hemolysis at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2544","6% hemolysis at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2545","0% hemolytic at 12.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2546","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2547","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2548","LC50=55μM","NA","NA","NA","NA","NA","LC50=55μM","NA","NA"
"2549","LC50=24μM","NA","NA","NA","NA","NA","LC50=24μM","NA","NA"
"2550","LC50=11μM","NA","NA","NA","NA","NA","LC50=11μM","NA","NA"
"2551","12.5 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2552","1.5 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2553","6.2 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2554","12.5 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2555","6.2 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2556","12.5 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2557","40 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2558","25 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2559","150 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2560","12.5 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2561","50 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2562","25 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2563","50 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2564","100 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2565","200 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2566","150 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2567",">200 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2568",">200 ug/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2569",">0.1%hemolytic  upto 128μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2570","50% hemolytic at 95.7μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2571","50 %  hemolytic at 1,467 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2572","50% hemolytic at 1,186μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2573","","NA","NA","NA","NA","NA","NA","NA","NA"
"2574","50% hemolytic at 4,649μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2575","50% hemolytic at 87.0μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2576","50% hemolytic at 28.3μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2577","0.3 ±0.9% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2578","1.5 ±1.4 %hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2579","1.2 ± 2.6  %hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2580","3.4 ±1.3 % hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2581","0.4 ± 0.5  %hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2582","0.6 ± 1.6 % hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2583","1.1 ±1.3 % hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2584","2.0 ±0.3 % hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2585","~2% hemolytic at 200μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2586","50% hemolytic at 128μmol/L","NA","NA","NA","NA","NA","NA","NA","NA"
"2587","0% hemolytic at 4 to 16μmol/L","NA","NA","NA","NA","NA","NA","NA","NA"
"2588","~5% hemolytic at  128μmol/L","NA","NA","NA","NA","NA","NA","NA","NA"
"2589","0% hemolytic at  4 to 32μmol/L","NA","NA","NA","NA","NA","NA","NA","NA"
"2590","~30% hemolytic at 32μmol/L","NA","NA","NA","NA","NA","NA","NA","NA"
"2591","10% hemolytic at 4μmol/L","NA","NA","NA","NA","NA","NA","NA","NA"
"2592",">5% hemolytic at 32 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2593",">5% hemolytic at 16μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2594",">5% hemolytic at 64μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2595",">5% hemolytic at 128μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2596",">5% hemolytic at 64μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2597",">5% hemolytic at 32μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2598",">5% hemolytic at 128μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2599",">5% hemolytic at 128μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2600",">5% hemolytic at 64μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2601",">5% hemolytic at 32μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2602",">5% hemolytic at 128μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2603","0% hemolytic at 200μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2604","0% hemolytic at 200μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2605","8% hemolytic at 200μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2606","71% hemolytic at 200μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2607","0% hemolytic at 100 µg/ml (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100 µg/ml (non-hemolytic)"
"2608","60% hemolytic at 40µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2609","42% hemolytic at 100 µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2610","100% hemolytic at 100 µg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2611","0% hemolytic at 100μg/ml (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μg/ml (non-hemolytic)"
"2612","<11% hemolytic from 0–100μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2613","<5% hemolytic at 50mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2614","2% hemolytic at 25mM","NA","NA","NA","NA","NA","NA","NA","NA"
"2615","83% hemolytic at 25mM","NA","NA","NA","NA","NA","NA","NA","NA"
"2616","EC50=550μg/ml","NA","NA","NA","NA","EC50=550μg/ml","NA","NA","NA"
"2617","EC50=7-14μg/ml","NA","NA","NA","NA","EC50=7-14μg/ml","NA","NA","NA"
"2618","EC50=42μg/ml","NA","NA","NA","NA","EC50=42μg/ml","NA","NA","NA"
"2619","EC50=195μg/ml","NA","NA","NA","NA","EC50=195μg/ml","NA","NA","NA"
"2620","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2621","40% hemolytic at 100mM","NA","NA","NA","NA","NA","NA","NA","NA"
"2622","16% hemolytic at 100mM","NA","NA","NA","NA","NA","NA","NA","NA"
"2623","17% hemolytic at 100mM","NA","NA","NA","NA","NA","NA","NA","NA"
"2624","HC50= 4.06±1.30μM","NA","NA","HC50= 4.06±1.30μM","NA","NA","NA","NA","NA"
"2625","HC50= 11.66±0.03μM","NA","NA","HC50= 11.66±0.03μM","NA","NA","NA","NA","NA"
"2626","HC50= 17.42±2.17μM","NA","NA","HC50= 17.42±2.17μM","NA","NA","NA","NA","NA"
"2627","HC50= 58.61±10.41μMc","NA","NA","HC50= 58.61±10.41μMc","NA","NA","NA","NA","NA"
"2628","HC50= 20.29±2.42μM","NA","NA","HC50= 20.29±2.42μM","NA","NA","NA","NA","NA"
"2629","HC50 =79.61±2.80μM","NA","NA","HC50 =79.61±2.80μM","NA","NA","NA","NA","NA"
"2630","HC50=8.61±0.35μM","NA","NA","HC50=8.61±0.35μM","NA","NA","NA","NA","NA"
"2631","HC50=185.0±18.65μM","NA","NA","HC50=185.0±18.65μM","NA","NA","NA","NA","NA"
"2632","0% hemolytic at 100μg/ml (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μg/ml (non-hemolytic)"
"2633","0% hemolytic at 100μg/ml (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μg/ml (non-hemolytic)"
"2634","MHC = 5.20 ± 0.02μmol/L","NA","MHC = 5.20 ± 0.02μmol/L","NA","NA","NA","NA","NA","NA"
"2635","MHC =10.4 ± 0.04μmol/L","NA","MHC =10.4 ± 0.04μmol/L","NA","NA","NA","NA","NA","NA"
"2636","MHC =5.20 ± 0.02μmol/L","NA","MHC =5.20 ± 0.02μmol/L","NA","NA","NA","NA","NA","NA"
"2637","MHC =20.81 ± 0.10 μmol/L","NA","MHC =20.81 ± 0.10 μmol/L","NA","NA","NA","NA","NA","NA"
"2638","MHC =20.81 ± 0.15μmol/L","NA","MHC =20.81 ± 0.15μmol/L","NA","NA","NA","NA","NA","NA"
"2639","MHC =20.81 ± 0.06μmol/L ","NA","MHC =20.81 ± 0.06μmol/L ","NA","NA","NA","NA","NA","NA"
"2640","MHC =81.31 ± 0.17μmol/L","NA","MHC =81.31 ± 0.17μmol/L","NA","NA","NA","NA","NA","NA"
"2641","MHC =325.20 ± 0.82μmol/L","NA","MHC =325.20 ± 0.82μmol/L","NA","NA","NA","NA","NA","NA"
"2642","MHC =>325.20μmol/L","NA","MHC =>325.20μmol/L","NA","NA","NA","NA","NA","NA"
"2643","MHC =>325.20μmol/L","NA","MHC =>325.20μmol/L","NA","NA","NA","NA","NA","NA"
"2644","MHC =10.40 ± 0.08μmol/L","NA","MHC =10.40 ± 0.08μmol/L","NA","NA","NA","NA","NA","NA"
"2645","MHC =20.81 ± 0.03μmol/L","NA","MHC =20.81 ± 0.03μmol/L","NA","NA","NA","NA","NA","NA"
"2646","MHC =20.81 ± 0.13μmol/L","NA","MHC =20.81 ± 0.13μmol/L","NA","NA","NA","NA","NA","NA"
"2647","MHC =20.81 ± 0.10 μmol/L","NA","MHC =20.81 ± 0.10 μmol/L","NA","NA","NA","NA","NA","NA"
"2648","MHC =81.31 ± 0.43μmol/L","NA","MHC =81.31 ± 0.43μmol/L","NA","NA","NA","NA","NA","NA"
"2649","MHC =162.61 ± 0.19μmol/L","NA","MHC =162.61 ± 0.19μmol/L","NA","NA","NA","NA","NA","NA"
"2650","MHC =81.31 ± 1.05μmol/L","NA","MHC =81.31 ± 1.05μmol/L","NA","NA","NA","NA","NA","NA"
"2651","MHC =>325.20μmol/L","NA","MHC =>325.20μmol/L","NA","NA","NA","NA","NA","NA"
"2652","0% hemolytic at 3.13μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2653","0% hemolytic at 6.25μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2654","0% hemolytic at 12.5μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2655","0.1% hemolytic at 25.0μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2656","0.1 hemolytic at 50.0μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2657","0.4% hemolytic at 100mg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2658","0% hemolytic at 3.13μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2659","0% hemolytic at 6.25μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2660","2.3% hemolytic at 12.5μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2661","2.5% hemolytic at 25μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2662","2.6% hemolytic at 50μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2663","2.7 % hemolytic at 100mg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2664","50 % hemolytic at 19.6 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2665","50 % hemolytic at 15 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2666","80% hemolytic at 256 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2667","10% hemolytic at 4 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2668","10% hemolytic at 256 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2669","100% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2670","3% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2671","HC50= 90.27 µg/mL","NA","NA","HC50= 90.27 µg/mL","NA","NA","NA","NA","NA"
"2672","HC50= 17.13 µg/mL","NA","NA","HC50= 17.13 µg/mL","NA","NA","NA","NA","NA"
"2673","~14% hemolytic at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2674","~54% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2675","~23% hemolytic at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2676","~50% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2677","~7% hemolysis at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2678","~10% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2679","~13% hemolytic at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2680","~38% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2681","~5% hemolytic at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2682","~8% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2683","~17% hemolytic at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2684","~38% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2685","~5% hemolysis at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2686","~7% hemolysis at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2687","~13% hemolysis at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2688","~34% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2689","~6% hemolysis at 7.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2690","~7% hemolysis at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2691","15.2 ± 2.1% hemolytic at 50 μg/mL.","NA","NA","NA","NA","NA","NA","NA","NA"
"2692","0.109% hemolytic at 100 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2693","0.119% hemolytic at 3000 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2694","~2% hemolytic at 60μM and 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2695","~2% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2696","~3% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2697","~4% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2698","~3% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2699","~9% hemolytic at 60μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2700",">80% hemolytic at 25μM at pH 8","NA","NA","NA","NA","NA","NA","NA","NA"
"2701","<60% hemolytic at 25μM at pH 6","NA","NA","NA","NA","NA","NA","NA","NA"
"2702","<80% hemolytic at 25μM at pH 8","NA","NA","NA","NA","NA","NA","NA","NA"
"2703","40% hemolytic at 25μM at pH 5","NA","NA","NA","NA","NA","NA","NA","NA"
"2704","<70% hemolytic at 25μM at pH 6 ","NA","NA","NA","NA","NA","NA","NA","NA"
"2705",">80% hemolytic at 25μM at pH 8","NA","NA","NA","NA","NA","NA","NA","NA"
"2706","<60% hemolytic at 25μM at pH 5 ","NA","NA","NA","NA","NA","NA","NA","NA"
"2707","~80% hemolytic at 25μM at pH 8","NA","NA","NA","NA","NA","NA","NA","NA"
"2708","58% hemolytic at 10 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2709","Non-hemolytic at 10 μg/mL","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic at 10 μg/mL"
"2710","19% hemolytic at 10 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2711","52% hemolytic at 10 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2712","HC50= 37.3± 1.4 μmol/L","NA","NA","HC50= 37.3± 1.4 μmol/L","NA","NA","NA","NA","NA"
"2713","HC50=0.6± 0.1 μmol/L","NA","NA","HC50=0.6± 0.1 μmol/L","NA","NA","NA","NA","NA"
"2714","HC50=0.7± 0.1 μmol/L","NA","NA","HC50=0.7± 0.1 μmol/L","NA","NA","NA","NA","NA"
"2715","HC50=0.8± 0.1 μmol/L","NA","NA","HC50=0.8± 0.1 μmol/L","NA","NA","NA","NA","NA"
"2716","MHC=250 μg/mL","NA","MHC=250 μg/mL","NA","NA","NA","NA","NA","NA"
"2717","MHC=250 μg/mL","NA","MHC=250 μg/mL","NA","NA","NA","NA","NA","NA"
"2718","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2719","MHC=250 μg/mL","NA","MHC=250 μg/mL","NA","NA","NA","NA","NA","NA"
"2720","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2721","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2722","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2723","MHC<125 μg/mL","NA","MHC<125 μg/mL","NA","NA","NA","NA","NA","NA"
"2724","MHC= 250 μg/mL","NA","MHC= 250 μg/mL","NA","NA","NA","NA","NA","NA"
"2725","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
